# Where each function name came from and why. One row per applied name (tools: names
# pipeline, see docs/style.md "Names"). T1 verified, T2 strong, T3 provisional (the name
# keeps its address). codes: E1 EA text, E2 TW06 name confirmed, E3 wrapper, E4 named
# data, E5 role from named neighbours.
address	name	previous_name	tier	codes	evidence	purpose	proposed_by	reviewed_by	date
8007540C	LLVideo_QueueAdd	fn_8007540C	T2	E4+E3	enqueues at the named field nHead, increments named nCount, stores into named apChunk; calls VideoChunk_AddBufferRef (proposed) on the chunk (proposal names shown with the lane's prefixes; applied with the unit prefix)	queues a chunk at the head of the ring buffer, returns its slot, and holds a reference to its stream buffer	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
80075470	LLVideo_QueueRemove	fn_80075470	T2	E4	dequeues from the named field nTail, decrements named nCount, reads named apChunk; returns NULL when named nCount is 0 (proposal names shown with the lane's prefixes; applied with the unit prefix)	takes the oldest chunk off the queue, or NULL when it is empty	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
80076090	LLVideo_QueueIsEmpty	fn_80076090	T2	E4	returns named field nCount == 0 (proposal names shown with the lane's prefixes; applied with the unit prefix)	true when the queue holds no chunks	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
8007593C	LLVideo_HandleChunk	fn_8007593C	T2	E5	the only caller is UStream_ParseChunks (already named, src/UStream.c:611), in the `case TAG('M','P','G','2')` slot of its chunk-type switch; body agrees: it queues the chunk on the video in the chunk's own nSlot field (real field) if that video is running, else releases it (proposal names shown with the lane's prefixes; applied with the unit prefix)	the MPG2 chunk handler UStream.c dispatches to: queues the chunk if its movie is running, else gives it back	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
80075880	LLVideo_SetFrameRate	fn_80075880	T2	E4	writes named field fFrameTime (llvideo.h: "seconds per frame") as 1.0f / nRate (proposal names shown with the lane's prefixes; applied with the unit prefix)	sets the movie's playback frame rate	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
8007599C	LLVideo_Stop_8007599C	fn_8007599C	T3	E3+E4	T3 because rests on our field names. drains the queue via VideoQueue_IsEmpty/VideoQueue_Remove (proposed) and releases each chunk via VideoChunk_ReleaseBuffer (proposed); also releases the held chunk field p1018 the same way; gated on the movie's running flag (proposal names shown with the lane's prefixes; applied with the unit prefix)	stops a running movie and gives back every chunk it still holds	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
80075A98	LLVideo_SetLastFrameTime_80075A98	fn_80075A98	T3	E4	T3 because rests on our field names (tLast). writes named field tLast (llvideo.h: "when the last frame was due") from the current time (proposal names shown with the lane's prefixes; applied with the unit prefix)	records the current time as when the last frame was shown	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
80075A14	LLVideo_Start_80075A14	fn_80075A14	T3	E3+E4	T3 because rests on our field names. resets named fields nFrame=-1, bEnded=0, bStarved=0 to their start state; calls VideoQueue_Reset and Video_SetLastFrameTime (both proposed) (proposal names shown with the lane's prefixes; applied with the unit prefix)	starts a movie: waits for the sound side to be ready, resets its state and queue, then reads ahead until 16 chunks are queued	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
80075BF4	LLVideo_IsFrameDue_80075BF4	fn_80075BF4	T3	E4	T3 because rests on our field names. compares elapsed time against named fields tLast and fFrameTime (proposal names shown with the lane's prefixes; applied with the unit prefix)	true once enough time has passed for the movie's next frame	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
80075AD0	LLVideo_UpdateAll_80075AD0	fn_80075AD0	T3	E3+E4	T3 because rests on our field names. for each movie, uses Video_IsFrameDue/Video_SetLastFrameTime/Video_Stop (all proposed) and writes named fields bEnded, nFrame, bFirstFrame unambiguously (proposal names shown with the lane's prefixes; applied with the unit prefix)	runs every movie once: decodes the next frame for any that are due, stops one that starved or ran out	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800760A0	LLVideo_GetFrame_800760A0	fn_800760A0	T3	E4	T3 because rests on our field names (nFrame). returns named field nFrame ("frames decoded so far; -1 before the first") (proposal names shown with the lane's prefixes; applied with the unit prefix)	the number of frames decoded so far	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800760A8	LLVideo_HasEnded_800760A8	fn_800760A8	T3	E4	T3 because rests on our field names (bEnded). returns named field bEnded (proposal names shown with the lane's prefixes; applied with the unit prefix)	true once the decoder has run out of data	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
80075DEC	LLVideo_RunPlayback_80075DEC	fn_80075DEC	T3	E3	T3 because chain of T3 names. drives the loop with Video_UpdateStream, Video_UpdateAll, Video_Stop, Video_HasEnded, Video_GetFrame (all proposed this run) (proposal names shown with the lane's prefixes; applied with the unit prefix)	plays a movie until its data runs out, showing each new frame full screen at up to 33 fps, checking an optional caller-supplied stop callback every frame	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
80075FB8	LLVideo_PlayFile	fn_80075FB8	T2	E3	wraps, in sequence, UStream_OpenFileByName (named) to open the file, Video_RunPlayback (proposed) to play it, and UStream_Close (named) to close it (proposal names shown with the lane's prefixes; applied with the unit prefix)	opens a movie file by name, plays it in slot 0, and closes the stream when done	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B6034	GoARAM_BlockInsertAfter	fn_800B6034	T2	E4	named fields pNext/pPrev (ARAMBlock, real, goaram.h) linked directly (proposal names shown with the lane's prefixes; applied with the unit prefix)	links pBlock into the circular list right after pAt	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B608C	GoARAM_BlockUnlink	fn_800B608C	T2	E4	named fields pNext/pPrev, pointed back to itself, making pBlock a one-element list (proposal names shown with the lane's prefixes; applied with the unit prefix)	takes pBlock out of whatever list it is in, leaving it a list of its own	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B60B0	GoARAM_BlockRemove	fn_800B60B0	T2	E4	named fields pNext/pPrev; returns the list's new head (NULL when empty) (proposal names shown with the lane's prefixes; applied with the unit prefix)	removes pBlock from the list at pHead and returns the new head	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B6060	GoARAM_BlockInsertBefore	fn_800B6060	T2	E4	named fields pNext/pPrev linked directly (mirror of ARAMBlock_InsertAfter, proposed) (proposal names shown with the lane's prefixes; applied with the unit prefix)	links pBlock into the circular list right before pAt	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B60F0	GoARAM_BlockInsertSorted	fn_800B60F0	T2	E4	named field uOffset compared directly to keep the list sorted; pNext/pPrev updated via ARAMBlock_InsertBefore (proposed) (proposal names shown with the lane's prefixes; applied with the unit prefix)	adds pBlock to the list at pHead, keeping it sorted by offset, and returns the new head	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B5F4C	GoARAM_HeapTakeBlockRecord	fn_800B5F4C	T2	E4+E3	named field pSpare/pNext (ARAMHeap/ARAMBlock, real); calls ARAMBlock_Unlink (proposed) (proposal names shown with the lane's prefixes; applied with the unit prefix)	takes one block record off the heap's spare list	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B5F28	GoARAM_HeapPutBlockRecord	fn_800B5F28	T2	E3	calls ARAMBlock_InsertAfter (proposed) to put pBlock back onto pHeap->pSpare (real field) (proposal names shown with the lane's prefixes; applied with the unit prefix)	puts a block record back onto the heap's spare list	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B5F8C	GoARAM_HeapMergeFreeBlock	fn_800B5F8C	T2	E4+E3	named fields pPrev/pNext/uOffset/uSize compared and combined; calls ARAMBlock_Remove and ARAMHeap_PutBlockRecord (proposed) (proposal names shown with the lane's prefixes; applied with the unit prefix)	merges the free block pBlock with the free blocks either side of it, when they touch	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B5C40	GoARAM_HeapInit	fn_800B5C40	T2	E4+E3	writes named fields pBlocks/uBase/uFree/uSize/nBlocks/pSpare/pUsed/pFree (ARAMHeap, all real); calls ARAMBlock_InsertAfter and ARAMHeap_TakeBlockRecord (proposed) (proposal names shown with the lane's prefixes; applied with the unit prefix)	sets up a heap of uSize bytes at ARAM address uBase, with nBlocks block records after pHeap: the whole heap starts as one free block, the rest go to the spare list	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B5D34	GoARAM_HeapAlloc	fn_800B5D34	T2	E4+E3	writes/reads named fields pFree/pUsed/uFree/uBase/uOffset/uSize/uStart (ARAMHeap/ARAMBlock, all real); calls ARAMBlock_Remove and ARAMHeap_TakeBlockRecord (proposed) (proposal names shown with the lane's prefixes; applied with the unit prefix)	hands out uSize bytes aligned to uAlign and returns their ARAM address: takes the free block that fits exactly, else the largest, and cuts the piece from its low end	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B5E88	GoARAM_HeapFree	fn_800B5E88	T2	E4+E3	writes/reads named fields pUsed/uFree/pFree/uStart/uSize (ARAMHeap/ARAMBlock, all real); calls ARAMBlock_Remove and ARAMHeap_MergeFreeBlock (proposed) (proposal names shown with the lane's prefixes; applied with the unit prefix)	gives back the block handed out at ARAM address uAram, merging it with its free neighbours	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B61B4	GoARAM_HandleTransferDone	fn_800B61B4	T2	E5	passed directly as the pfnCallback argument to ARQPostRequest (already named, in ARAM_QueueTransfer/fn_800B65C0); body agrees: calls the transfer's own pfnDone (real field) and either re-queues it (uFlags real field, bit 1) or marks it done (nState real field = 2) (proposal names shown with the lane's prefixes; applied with the unit prefix)	the ARQ library's DMA-done callback: runs the transfer's own completion callback, then either re-queues it or marks it done	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B6214	GoARAM_ReleaseTransfer	fn_800B6214	T2	E4	writes/reads named fields nState/pNext/pPrev/pQueued/pUnused/nQueued/nUnused (ARAMTransfer/ARAMState, all real) (proposal names shown with the lane's prefixes; applied with the unit prefix)	moves a transfer from the queued list back onto the unused list	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B62DC	GoARAM_Init	fn_800B62DC	T2	E3+E4	calls the GameCube ARAM library's ARInit/ARGetBaseAddress/ARGetSize (already named) and ARAMHeap_Init (proposed); writes named fields pHeap/pQueued/pUnused/nUnused/nQueued/nTransfers/pTransfers (ARAMState, real) (proposal names shown with the lane's prefixes; applied with the unit prefix)	sets up the ARAM: the heap over all of it, and ARAM_NUM_TRANSFERS transfer records on the unused list	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B64D8	GoARAM_Shutdown	fn_800B64D8	T2	E4	writes named fields pHeap/pHeapMem to NULL (ARAMState, real); mirrors ARAM_Init (proposed), freeing what it set up (proposal names shown with the lane's prefixes; applied with the unit prefix)	frees GoARAM's heap and its transfer records, undoing ARAM_Init	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B6564	GoARAM_Alloc	fn_800B6564	T2	E3	wraps ARAMHeap_Alloc (proposed) on GoARAM's own heap (lbl_802814C8->pHeap), 32-byte aligned; called by already-named ClipBank_Stash/Skalib_ScratchToAram/AnimLib_MergeOverlay (skalib) to get ARAM space (proposal names shown with the lane's prefixes; applied with the unit prefix)	hands out uSize bytes of GoARAM's own ARAM heap, 32-byte aligned, and returns their address	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B6594	GoARAM_Free	fn_800B6594	T2	E3+E5	wraps ARAMHeap_Free (proposed) on GoARAM's own heap; called by already-named ClipBank_Free/ClipBank_FreeAram/Skalib_ScratchFromAram/AnimLib_ReloadSlot (skalib), all of which free ARAM (proposal names shown with the lane's prefixes; applied with the unit prefix)	gives back ARAM handed out by ARAM_Alloc	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B65C0	GoARAM_QueueTransfer	fn_800B65C0	T2	E4+E3	writes/reads named fields pUnused/pQueued/nUnused/nQueued/pfnDone/uOwner/uFlags/nType/uMain/uLength/nState (ARAMTransfer/ARAMState, all real); calls the named ARQPostRequest, passing ARAM_HandleTransferDone (proposed) as its callback (proposal names shown with the lane's prefixes; applied with the unit prefix)	queues a DMA of uLength bytes between uSource and uDest (nType picks the direction) and returns its transfer record; pfnDone(uOwner) runs when it completes	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B6728	GoARAM_CancelTransfers	fn_800B6728	T2	E4+E3	reads named fields pQueued/nQueued/uFlags/uOwner (ARAMTransfer/ARAMState, all real); calls the named ARQRemoveRequest and ARAM_ReleaseTransfer (proposed) (proposal names shown with the lane's prefixes; applied with the unit prefix)	cancels the queued transfers of uOwner that allow it (uFlags bit 2 set), and returns how many were cancelled	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
800B67B4	GoARAM_GetTransferState	fn_800B67B4	T2	E4	returns named field nState (ARAMTransfer, real: "0 unused, 1 queued, 2 done") (proposal names shown with the lane's prefixes; applied with the unit prefix)	the transfer's current state	Sonnet 5 (name-sonnet2, name-sonnet3)	orchestrator (Opus 5.5): evidence read, 6 functions checked in code, prefixes set to the unit	2026-09-24
